14:32:10- Function h5_to_wav, called by <module>, executed in 7.161s
14:38:04- Function io_save_fig, called by psth_channel, executed in 3.153s
14:38:04- Function make_plots, called by psth_channel, executed in 0.226s
14:38:08- Function io_save_fig, called by psth_channel, executed in 3.219s
14:38:08- Function make_plots, called by psth_channel, executed in 0.204s
14:38:11- Function io_save_fig, called by psth_channel, executed in 3.138s
14:38:11- Function make_plots, called by psth_channel, executed in 0.214s
14:38:14- Function io_save_fig, called by psth_channel, executed in 3.169s
14:38:15- Function make_plots, called by psth_channel, executed in 0.232s
14:38:18- Function io_save_fig, called by psth_channel, executed in 3.124s
14:38:18- Function make_plots, called by psth_channel, executed in 0.198s
14:38:21- Function io_save_fig, called by psth_channel, executed in 3.161s
14:38:21- Function make_plots, called by psth_channel, executed in 0.212s
14:38:25- Function io_save_fig, called by psth_channel, executed in 3.220s
14:38:25- Function make_plots, called by psth_channel, executed in 0.627s
14:38:29- Function io_save_fig, called by psth_channel, executed in 3.190s
14:38:29- Function make_plots, called by psth_channel, executed in 0.210s
14:38:32- Function io_save_fig, called by psth_channel, executed in 3.166s
14:38:32- Function make_plots, called by psth_channel, executed in 0.232s
14:38:36- Function io_save_fig, called by psth_channel, executed in 3.257s
14:38:36- Function io_save_psth_traces, called by psth_channel, executed in 0.002s
14:38:36- Function psth_channel, called by <module>, executed in 3:43
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.001s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
14:38:36- Function truncate_spikes, called by <module>, executed in 0.000s
